study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB29231	SAMEA4984599	ERX2857260	ERR2850647	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850647/ERR2850647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850647/ERR2850647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850647/ORE12030030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850647/ORE12030030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850647
PRJEB29231	SAMEA4984600	ERX2857261	ERR2850648	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850648/ERR2850648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850648/ERR2850648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850648/ORE12030040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850648/ORE12030040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850648
PRJEB29231	SAMEA4984601	ERX2857262	ERR2850649	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850649/ERR2850649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850649/ERR2850649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850649/ORE12030050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850649/ORE12030050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850649
PRJEB29231	SAMEA4984602	ERX2857263	ERR2850650	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850650/ERR2850650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850650/ERR2850650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850650/ORE12030060101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850650/ORE12030060101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850650
PRJEB29231	SAMEA4984603	ERX2857264	ERR2850651	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850651/ERR2850651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850651/ERR2850651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850651/ORE12030070101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850651/ORE12030070101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850651
PRJEB29231	SAMEA4984604	ERX2857265	ERR2850652	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850652/ERR2850652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850652/ERR2850652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850652/ORE12030080101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850652/ORE12030080101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850652
PRJEB29231	SAMEA4984605	ERX2857266	ERR2850653	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850653/ERR2850653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850653/ERR2850653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850653/ORE12030090101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850653/ORE12030090101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850653
PRJEB29231	SAMEA4984606	ERX2857267	ERR2850654	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850654/ERR2850654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850654/ERR2850654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850654/ORE12030100101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850654/ORE12030100101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850654
PRJEB29231	SAMEA4984607	ERX2857268	ERR2850655	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850655/ERR2850655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850655/ERR2850655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850655/ORE12030110101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850655/ORE12030110101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850655
PRJEB29231	SAMEA4984608	ERX2857269	ERR2850656	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850656/ERR2850656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850656/ERR2850656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850656/ORE12030120101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850656/ORE12030120101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850656
PRJEB29231	SAMEA4984609	ERX2857270	ERR2850657	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850657/ERR2850657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850657/ERR2850657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850657/ORE12030130101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850657/ORE12030130101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850657
PRJEB29231	SAMEA4984610	ERX2857271	ERR2850658	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850658/ERR2850658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850658/ERR2850658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850658/ORE12030140101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850658/ORE12030140101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850658
PRJEB29231	SAMEA4984611	ERX2857272	ERR2850659	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850659/ERR2850659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850659/ERR2850659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850659/ORE12030150101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850659/ORE12030150101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850659
PRJEB29231	SAMEA4984612	ERX2857273	ERR2850660	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850660/ERR2850660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850660/ERR2850660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850660/ORE12030160101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850660/ORE12030160101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850660
PRJEB29231	SAMEA4984613	ERX2857274	ERR2850661	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850661/ERR2850661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850661/ERR2850661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850661/ORE12030170101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850661/ORE12030170101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850661
PRJEB29231	SAMEA4984614	ERX2857275	ERR2850662	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850662/ERR2850662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850662/ERR2850662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850662/ORE12030180101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850662/ORE12030180101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850662
PRJEB29231	SAMEA4984615	ERX2857276	ERR2850663	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850663/ERR2850663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850663/ERR2850663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850663/ORE12030190101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850663/ORE12030190101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850663
PRJEB29231	SAMEA4984616	ERX2857277	ERR2850664	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850664/ERR2850664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850664/ERR2850664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850664/ORE12030200101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850664/ORE12030200101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850664
PRJEB29231	SAMEA4984617	ERX2857278	ERR2850665	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850665/ERR2850665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850665/ERR2850665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850665/ORE12030210101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850665/ORE12030210101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850665
PRJEB29231	SAMEA4984618	ERX2857279	ERR2850666	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850666/ERR2850666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850666/ERR2850666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850666/TVE1105010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850666/TVE1105010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850666
PRJEB29231	SAMEA4984619	ERX2857280	ERR2850667	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850667/ERR2850667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850667/ERR2850667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850667/TVE1105020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850667/TVE1105020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850667
PRJEB29231	SAMEA4984620	ERX2857281	ERR2850668	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850668/ERR2850668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850668/ERR2850668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850668/TVE1105030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850668/TVE1105030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850668
PRJEB29231	SAMEA4984621	ERX2857282	ERR2850669	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850669/ERR2850669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850669/ERR2850669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850669/TVE1105040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850669/TVE1105040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850669
PRJEB29231	SAMEA4984622	ERX2857283	ERR2850670	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850670/ERR2850670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850670/ERR2850670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850670/TVE1105050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850670/TVE1105050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850670
PRJEB29231	SAMEA4984623	ERX2857284	ERR2850671	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850671/ERR2850671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850671/ERR2850671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850671/TVE1105060101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850671/TVE1105060101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850671
PRJEB29231	SAMEA4984624	ERX2857285	ERR2850672	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850672/ERR2850672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850672/ERR2850672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850672/TVE1105070101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850672/TVE1105070101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850672
PRJEB29231	SAMEA4984625	ERX2857286	ERR2850673	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850673/ERR2850673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850673/ERR2850673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850673/TVE1105080101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850673/TVE1105080101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850673
PRJEB29231	SAMEA4984626	ERX2857287	ERR2850674	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850674/ERR2850674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850674/ERR2850674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850674/TVE1105090101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850674/TVE1105090101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850674
PRJEB29231	SAMEA4984627	ERX2857288	ERR2850675	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850675/ERR2850675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850675/ERR2850675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850675/TVE1105110101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850675/TVE1105110101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850675
PRJEB29231	SAMEA4984628	ERX2857289	ERR2850676	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850676/ERR2850676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850676/ERR2850676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850676/TVE1105120101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850676/TVE1105120101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850676
PRJEB29231	SAMEA4984629	ERX2857290	ERR2850677	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850677/ERR2850677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850677/ERR2850677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850677/TVE1105130101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850677/TVE1105130101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850677
PRJEB29231	SAMEA4984630	ERX2857291	ERR2850678	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850678/ERR2850678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850678/ERR2850678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850678/TVE1105140101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850678/TVE1105140101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850678
PRJEB29231	SAMEA4984631	ERX2857292	ERR2850679	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850679/ERR2850679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850679/ERR2850679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850679/TVE1105150101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850679/TVE1105150101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850679
PRJEB29231	SAMEA4984632	ERX2857293	ERR2850680	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850680/ERR2850680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850680/ERR2850680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850680/TVE1105160101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850680/TVE1105160101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850680
PRJEB29231	SAMEA4984633	ERX2857294	ERR2850681	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850681/ERR2850681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850681/ERR2850681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850681/TVE1105170101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850681/TVE1105170101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850681
PRJEB29231	SAMEA4984634	ERX2857295	ERR2850682	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850682/ERR2850682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850682/ERR2850682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850682/TVE1105180101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850682/TVE1105180101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850682
PRJEB29231	SAMEA4984635	ERX2857296	ERR2850683	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850683/ERR2850683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850683/ERR2850683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850683/TVE1105190101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850683/TVE1105190101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850683
PRJEB29231	SAMEA4984636	ERX2857297	ERR2850684	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850684/ERR2850684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850684/ERR2850684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850684/TVE1105200101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850684/TVE1105200101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850684
PRJEB29231	SAMEA4984637	ERX2857298	ERR2850685	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850685/ERR2850685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850685/ERR2850685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850685/TVE1105210101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850685/TVE1105210101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850685
PRJEB29231	SAMEA4984638	ERX2857299	ERR2850686	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850686/ERR2850686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850686/ERR2850686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850686/TVE1105220101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850686/TVE1105220101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850686
PRJEB29231	SAMEA4984639	ERX2857300	ERR2850687	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850687/ERR2850687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850687/ERR2850687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850687/TVE1105230101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850687/TVE1105230101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850687
PRJEB29231	SAMEA4984640	ERX2857301	ERR2850688	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850688/ERR2850688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850688/ERR2850688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850688/TVE1105240101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850688/TVE1105240101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850688
PRJEB29231	SAMEA4984641	ERX2857302	ERR2850689	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850689/ERR2850689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850689/ERR2850689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850689/TVE1205010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850689/TVE1205010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850689
PRJEB29231	SAMEA4984642	ERX2857303	ERR2850690	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850690/ERR2850690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850690/ERR2850690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850690/TVE1205020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850690/TVE1205020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850690
PRJEB29231	SAMEA4984643	ERX2857304	ERR2850691	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850691/ERR2850691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850691/ERR2850691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850691/TVE1205030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850691/TVE1205030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850691
PRJEB29231	SAMEA4984644	ERX2857305	ERR2850692	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850692/ERR2850692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850692/ERR2850692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850692/TVE1205040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850692/TVE1205040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850692
PRJEB29231	SAMEA4984645	ERX2857306	ERR2850693	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850693/ERR2850693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850693/ERR2850693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850693/TVE1205050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850693/TVE1205050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850693
